"title","rating","duration","certificate","release_date","review_date","reviewer","url","release_year","release_month","sentiment","p_positive","p_negative"
"Life Of Riley",4,108,"12A","2015-03-06","2015-02-23 09:00:00","David Parkinson"," https://www.empireonline.com/movies/life-riley/review/",2015,3,"pos",0.81,0.18
"My Name Is Salt",4,92,"U","2015-03-13","2015-02-23 09:00:00","David Parkinson"," https://www.empireonline.com/movies/name-salt/review/",2015,3,"neg",0.48,0.51
"Dreamcatcher",4,98,"15","2015-03-06","2015-02-23 09:00:00","David Parkinson"," https://www.empireonline.com/movies/dreamcatcher-2/review/",2015,3,"pos",0.75,0.24
"A Second Chance",2,102,"15","2015-03-20","2015-02-23 09:00:00","Patrick Peters"," https://www.empireonline.com/movies/second-chance/review/",2015,3,"pos",0.51,0.48
"Difret",3,99,"12A","2015-03-06","2015-02-23 09:00:00","David Parkinson"," https://www.empireonline.com/movies/difret/review/",2015,3,"pos",0.5,0.5
"High Tide",3,94,"15","2015-03-06","2015-02-23 09:00:00","David Parkinson"," https://www.empireonline.com/movies/high-tide/review/",2015,3,"pos",0.87,0.12
"Still Alice",5,101,"12A","2015-03-06","2015-02-20 09:00:00","David Hughes"," https://www.empireonline.com/movies/still-alice/review/",2015,3,"pos",0.7,0.29
"Kill The Messenger",3,112,"15","2015-03-06","2015-02-20 09:00:00","Wiliam Goss"," https://www.empireonline.com/movies/kill-messenger/review/",2015,3,"neg",0.37,0.62
"The Wedding Ringer",2,101,"15","2015-02-20","2015-02-20 09:00:00","William Goss"," https://www.empireonline.com/movies/wedding-ringer/review/",2015,2,"pos",0.72,0.27
"Project Almanac",2,106,"12A","2015-02-20","2015-02-20 09:00:00","Andrew Osmond"," https://www.empireonline.com/movies/project-almanac/review/",2015,2,"pos",0.61,0.38
"The Tale Of Princess Kaguya",4,137,"U","2015-03-20","2015-02-20 09:00:00","Dan Jolin"," https://www.empireonline.com/movies/tale-princess-kaguya/review/",2015,3,"pos",0.66,0.33
"Catch Me Daddy",4,112,"15","2015-02-27","2015-02-20 09:00:00","Nev Pierce"," https://www.empireonline.com/movies/catch-daddy/review/",2015,2,"neg",0.3,0.69
"Mommy",4,139,"15","2015-03-20","2015-02-20 09:00:00","Ian Freer"," https://www.empireonline.com/movies/mommy/review/",2015,3,"neg",0.12,0.87
"Woman In Gold",4,109,"12A","2015-04-10","2015-02-06 09:00:00","Anna Smith"," https://www.empireonline.com/movies/woman-gold/review/",2015,4,"neg",0.49,0.5
"Biddy",3,86,"U","1983-01-26","2015-01-28 09:00:00","Phil De Semlyen"," https://www.empireonline.com/movies/biddy/review/",1983,1,"pos",0.5,0.5
"Warn that Man",3,79,"PG","1943-01-28","2015-01-28 09:00:00","Phil De Semlyen"," https://www.empireonline.com/movies/warn-man/review/",1943,1,"neg",0.45,0.54
"Walesa: Man of Hope",4,217,"12","2013-01-28","2015-01-28 09:00:00","William Thomas"," https://www.empireonline.com/movies/walesa-man-hope/review/",2013,1,"pos",0.53,0.46
"West 11",2,89,"15","1963-01-28","2015-01-28 09:00:00","William Thomas"," https://www.empireonline.com/movies/west-11/review/",1963,1,"neg",0.39,0.6
"Erebus: Into The Unknown",3,71,"12","2014-06-28","2015-01-28 09:00:00","William Thomas"," https://www.empireonline.com/movies/erebus-unknown/review/",2014,6,"neg",0.48,0.51
"Snow In Paradise",3,108,"18","2015-02-13","2015-01-24 09:00:00","Anna Smith"," https://www.empireonline.com/movies/snow-paradise/review/",2015,2,"pos",0.85,0.14
"Still Life",4,92,"12A","2015-02-06","2015-01-24 09:00:00","Dh"," https://www.empireonline.com/movies/still-life-3/review/",2015,2,"pos",0.63,0.36
"Coherence",4,89,"15","2015-02-13","2015-01-24 09:00:00","Kim Newman"," https://www.empireonline.com/movies/coherence/review/",2015,2,"neg",0.45,0.54
"Cake",3,101,"15","2015-02-20","2015-01-24 09:00:00","Ian Freer"," https://www.empireonline.com/movies/cake/review/",2015,2,"neg",0.41,0.58
"The Duke Of Burgundy",5,101,"18","2015-02-20","2015-01-24 09:00:00","Kim Newman"," https://www.empireonline.com/movies/duke-burgundy/review/",2015,2,"pos",0.53,0.46
"Predestination",4,95,"15","2015-02-20","2015-01-24 09:00:00","Kim Newman"," https://www.empireonline.com/movies/predestination/review/",2015,2,"pos",0.75,0.24
"Dancing In Jaffa",3,100,"PG","2015-02-13","2015-01-24 09:00:00","David Parkinson"," https://www.empireonline.com/movies/dancing-jaffa/review/",2015,2,"neg",0.24,0.75
"Two Night Stand",3,82,"15","2015-02-13","2015-01-24 09:00:00","David Parkinson"," https://www.empireonline.com/movies/two-night-stand/review/",2015,2,"pos",0.54,0.45
"The Kumiko Treasure Hunter",3,105,"12A","2015-02-20","2015-01-24 09:00:00","David Parkinson"," https://www.empireonline.com/movies/kumiko-treasure-hunter/review/",2015,2,"pos",0.8,0.19
"Hinterland",2,78,"15","2015-02-27","2015-01-24 09:00:00","Anna Smith"," https://www.empireonline.com/movies/hinterland/review/",2015,2,"pos",0.5,0.5
"Amour Fou",4,94,"12A","2015-02-06","2015-01-24 09:00:00","David Parkinson"," https://www.empireonline.com/movies/amour-fou/review/",2015,2,"pos",0.75,0.24
"A Most Violent Year",4,125,"15","2015-01-23","2015-01-23 15:47:00","Angie Errigo"," https://www.empireonline.com/movies/violent-year-3/review/",2015,1,"pos",0.6,0.39
"Son Of A Gun",3,108,"15","2015-01-30","2015-01-22 09:00:00","Kim Newman"," https://www.empireonline.com/movies/son-gun/review/",2015,1,"pos",0.53,0.46
"Shaun the Sheep: The Movie",4,85,"U","2015-02-06","2015-01-22 09:00:00","William Thomas"," https://www.empireonline.com/movies/shaun-sheep-movie/review/",2015,2,"pos",0.79,0.2
"It Follows",4,100,"15","2015-02-27","2015-01-22 09:00:00","Kim Newman"," https://www.empireonline.com/movies/follows/review/",2015,2,"pos",0.59,0.4
"Love Is Strange",4,94,"15","2015-02-13","2015-01-22 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/love-strange/review/",2015,2,"pos",0.62,0.37
"Pelo Malo",4,93,"15","2015-01-30","2015-01-22 09:00:00","David Parkinson"," https://www.empireonline.com/movies/pelo-malo/review/",2015,1,"pos",0.5,0.5
"Selma",4,128,"12A","2015-02-06","2015-01-19 09:00:00","Chris Hewitt"," https://www.empireonline.com/movies/selma/review/",2015,2,"neg",0.3,0.7
"Beyond Clueless",3,89,"15","2015-01-23","2015-01-15 09:00:00","Adam Smith"," https://www.empireonline.com/movies/beyond-clueless/review/",2015,1,"neg",0.4,0.59
"Point And Shoot",2,83,"15","2015-01-16","2015-01-09 09:00:00","David Parkinson"," https://www.empireonline.com/movies/point-shoot/review/",2015,1,"neg",0.44,0.55
"The Gambler",3,111,"18","2015-01-23","2015-01-08 09:00:00","Ian Freer"," https://www.empireonline.com/movies/gambler-2/review/",2015,1,"neg",0.35,0.64
"Whiplash",5,106,"15","2015-01-16","2015-01-06 09:00:00","Olly Richards"," https://www.empireonline.com/movies/whiplash/review/",2015,1,"neg",0.41,0.58
"National Gallery",4,180,"12A","2015-01-09","2015-01-06 09:00:00","David Parkinson"," https://www.empireonline.com/movies/national-gallery/review/",2015,1,"pos",0.65,0.34
"Taken 3",2,108,"12A","2015-01-08","2015-01-05 09:00:00","Ali Plumb"," https://www.empireonline.com/movies/taken-3/review/",2015,1,"pos",0.53,0.46
"The Green Ray",4,96,"12A","2015-01-02","2015-01-05 09:00:00","David Parkinson"," https://www.empireonline.com/movies/green-ray-2/review/",2015,1,"neg",0.48,0.51
"EMPIRE ESSAY: My Darling Clementine",5,97,"U","2016-08-19","2015-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/empire-essay-darling-clementine/review/",2016,8,"pos",0.95,0.04
"Secrets And Lies",4,140,"15","1996-05-24","2015-01-01 09:00:00","David Cavanagh"," https://www.empireonline.com/movies/secrets-lies/review/",1996,5,"pos",0.75,0.24
"The Relic",3,109,"15","1997-05-16","2015-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/relic/review/",1997,5,"neg",0.21,0.78
"Swimming With Sharks",4,97,"15","1996-04-05","2015-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/swimming-sharks/review/",1996,4,"neg",0.25,0.74
"Goodfellas",5,145,"18","1990-01-01","2015-01-01 09:00:00","Chris Hewitt"," https://www.empireonline.com/movies/goodfellas/review/",1990,1,"pos",0.78,0.21
"Bugsy Malone",4,93,"U","1976-01-01","2015-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/bugsy-malone/review/",1976,1,"pos",0.77,0.22
"Midnight Run",4,126,"18","1988-01-01","2015-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/midnight-run/review/",1988,1,"pos",0.62,0.37
"Fierce Creatures",3,90,"12","1997-01-01","2015-01-01 09:00:00","Darren Bignell"," https://www.empireonline.com/movies/fierce-creatures/review/",1997,1,"pos",0.61,0.38
"Laws of Gravity",3,100,"18","1992-01-01","2015-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/laws-gravity/review/",1992,1,"neg",0.39,0.6
"The Shadow",3,108,"12","1994-01-01","2015-01-01 09:00:00","Jack Yeovil"," https://www.empireonline.com/movies/shadow/review/",1994,1,"pos",0.54,0.45
"To Catch A Thief",4,106,"PG","1955-01-01","2015-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/catch-thief/review/",1955,1,"neg",0.27,0.72
"Mean Streets",5,110,"18","1973-01-01","2015-01-01 09:00:00","Simon Braund"," https://www.empireonline.com/movies/mean-streets/review/",1973,1,"pos",0.58,0.41
"Leviathan",3,98,"18","1989-01-01","2015-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/leviathan/review/",1989,1,"neg",0.12,0.87
"Satyricon",3,129,"18","1969-01-01","2015-01-01 09:00:00","Alan Morrison"," https://www.empireonline.com/movies/satyricon/review/",1969,1,"pos",0.5,0.5
"Videodrome",4,88,"18","1983-01-01","2015-01-01 09:00:00","Adam Smith"," https://www.empireonline.com/movies/videodrome/review/",1983,1,"pos",0.5,0.5
"One Hour Photo",3,96,"15","2002-10-04","2015-01-01 09:00:00","Colin Kennedy"," https://www.empireonline.com/movies/one-hour-photo/review/",2002,10,"neg",0.4,0.59
"The Magic Roundabout",3,82,"U","2005-02-11","2015-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/magic-roundabout/review/",2005,2,"pos",0.85,0.14
"The Lady Vanishes",4,97,"U","1938-01-01","2015-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/lady-vanishes/review/",1938,1,"neg",0.44,0.55
"Tremors",4,96,"15","1990-01-01","2015-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/tremors/review/",1990,1,"neg",0.16,0.83
"Sweet Smell of Success",5,96,"PG","2001-09-14","2015-01-01 09:00:00","Colin Kennedy"," https://www.empireonline.com/movies/sweet-smell-success/review/",2001,9,"pos",0.57,0.42
"Like Water For Chocolate",4,110,"15","1992-01-01","2015-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/like-water-chocolate/review/",1992,1,"pos",0.52,0.47
"Mean Girls",3,97,"12A","2004-06-18","2015-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/mean-girls/review/",2004,6,"neg",0.34,0.65
"The Third Man",5,100,"PG","1999-07-16","2015-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/third-man/review/",1999,7,"pos",0.54,0.45
"The Fog",4,86,"15","1980-01-01","2015-01-01 09:00:00","Will Lawrence"," https://www.empireonline.com/movies/fog/review/",1980,1,"neg",0.4,0.59
"Touch of Evil",5,111,"12","1958-01-01","2015-01-01 09:00:00","Ian Freer"," https://www.empireonline.com/movies/touch-evil/review/",1958,1,"pos",0.6,0.39
"The Long Good Friday",5,114,"18","1980-11-07","2015-01-01 09:00:00","Adam Smith"," https://www.empireonline.com/movies/long-good-friday/review/",1980,11,"neg",0.44,0.55
"A Little Chaos",3,118,"12","2015-04-17","2014-12-22 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/little-chaos/review/",2015,4,"pos",0.65,0.34
"Annie",2,118,"PG","2014-12-19","2014-12-18 09:00:00","Olly Richards"," https://www.empireonline.com/movies/annie-2/review/",2014,12,"pos",0.58,0.41
"The Theory Of Everything",4,123,"12A","2015-01-01","2014-12-18 09:00:00","Helen O'hara"," https://www.empireonline.com/movies/theory-everything/review/",2015,1,"pos",0.5,0.49
"Kon-Tiki",4,116,"15","2014-12-19","2014-12-05 09:00:00","Phil De Semlyen"," https://www.empireonline.com/movies/kon-tiki/review/",2014,12,"pos",0.5,0.5
"Montana",3,104,"15","2014-12-12","2014-12-05 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/montana/review/",2014,12,"pos",0.79,0.2
"Pyramid",1,89,"15","2014-12-05","2014-12-05 09:00:00","Kim Newman"," https://www.empireonline.com/movies/pyramid/review/",2014,12,"neg",0.37,0.62
"The Face Of Love",3,92,"12A","2014-12-12","2014-12-05 09:00:00","Anna Smith"," https://www.empireonline.com/movies/face-love/review/",2014,12,"pos",0.54,0.45
"The Circle",3,88,"PG","2014-12-12","2014-12-05 09:00:00","Ian Freer"," https://www.empireonline.com/movies/circle-2/review/",2014,12,"pos",0.7,0.29
"The Great Museum",3,94,"PG","2014-12-12","2014-12-05 09:00:00","Ali Plumb"," https://www.empireonline.com/movies/great-museum/review/",2014,12,"pos",0.84,0.15
"Enemy",4,90,"15","2015-01-02","2014-12-05 09:00:00","Ian Freer"," https://www.empireonline.com/movies/enemy/review/",2015,1,"pos",0.54,0.45
"Electricity",2,96,"15","2014-12-12","2014-12-05 09:00:00","Patrick Peters"," https://www.empireonline.com/movies/electricity/review/",2014,12,"pos",0.58,0.41
"Get Santa",2,102,"U","2014-12-05","2014-12-05 09:00:00","Nick De Semlyen"," https://www.empireonline.com/movies/get-santa/review/",2014,12,"pos",0.57,0.42
"The Hobbit: The Battle Of The Five Armies",4,144,"12A","2014-12-12","2014-12-01 22:00:00","James Dyer"," https://www.empireonline.com/movies/hobbit-battle-five-armies/review/",2014,12,"pos",0.73,0.26
"Bonobo",3,82,"15","2014-12-05","2014-12-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/bonobo/review/",2014,12,"pos",0.5,0.5
"X + Y",3,111,"12A","2015-03-13","2014-11-28 09:00:00","Will Lawrence"," https://www.empireonline.com/movies/x-y/review/",2015,3,"pos",0.5,0.5
"Stations Of The Cross",3,127,"15","2014-11-28","2014-11-20 09:00:00","Simon Crook"," https://www.empireonline.com/movies/stations-cross/review/",2014,11,"neg",0.35,0.64
"Concerning Violence",4,83,"15","2014-11-28","2014-11-20 09:00:00","David Parkinson"," https://www.empireonline.com/movies/concerning-violence/review/",2014,11,"pos",0.66,0.33
"My Old Lady",2,107,"12A","2014-11-21","2014-11-19 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/old-lady/review/",2014,11,"neg",0.45,0.54
"Horrible Bosses 2",3,108,"15","2014-11-28","2014-11-19 09:00:00","David Hughes"," https://www.empireonline.com/movies/horrible-bosses-2/review/",2014,11,"neg",0.35,0.64
"Suite Francaise",3,107,"15","2015-03-13","2014-11-17 09:00:00","Anna Smith"," https://www.empireonline.com/movies/suite-francaise/review/",2015,3,"pos",0.77,0.22
"The Homesman",3,123,"15","2014-11-21","2014-11-14 09:00:00","Guy Lodge"," https://www.empireonline.com/movies/homesman/review/",2014,11,"pos",0.5,0.49
"No Good Deed",2,84,"15","2014-11-21","2014-11-14 09:00:00","James White"," https://www.empireonline.com/movies/good-deed/review/",2014,11,"neg",0.37,0.62
"St. Vincent",3,102,"12A","2014-12-05","2014-11-10 09:00:00","Simon Crook"," https://www.empireonline.com/movies/st-vincent/review/",2014,12,"pos",0.61,0.38
"David Bowie Is",2,119,"PG","2014-11-17","2014-11-10 09:00:00","David Parkinson"," https://www.empireonline.com/movies/david-bowie/review/",2014,11,"pos",0.68,0.31
"The Grandmaster",4,108,"15","2014-12-05","2014-11-08 09:00:00","Kim Newman"," https://www.empireonline.com/movies/grandmaster/review/",2014,12,"pos",0.5,0.49
"We Are The Giant",4,88,"15","2014-11-14","2014-11-04 09:00:00","David Parkinson"," https://www.empireonline.com/movies/giant-2/review/",2014,11,"neg",0.44,0.55
"What We Do In The Shadows",4,85,"15","2014-11-21","2014-10-31 09:00:00","Dan Jolin"," https://www.empireonline.com/movies/shadows-2/review/",2014,11,"pos",0.57,0.42
"Monsters: Dark Continent",4,123,"15","2015-05-01","2014-10-31 09:00:00","Kim Newman"," https://www.empireonline.com/movies/monsters-dark-continent-2/review/",2015,5,"pos",0.81,0.18
"Say When",3,99,"15","2014-11-07","2014-10-31 09:00:00","Liz Beardsworth"," https://www.empireonline.com/movies/say-2/review/",2014,11,"neg",0.49,0.5
"The Possibilities Are Endless",4,83,"12A","2014-11-07","2014-10-31 09:00:00","Ian Freer"," https://www.empireonline.com/movies/possibilities-endless/review/",2014,11,"neg",0.33,0.66
"The Remaining",3,88,"15","2014-11-07","2014-10-31 09:00:00","Kim Newman"," https://www.empireonline.com/movies/remaining/review/",2014,11,"pos",0.5,0.49
"Set Fire To The Stars",3,93,"15","2014-11-07","2014-10-31 09:00:00","Ian Freer"," https://www.empireonline.com/movies/set-fire-stars/review/",2014,11,"pos",0.56,0.43
"Sacro GRA",4,93,"15","2014-11-30","2014-10-31 09:00:00","David Parkinson"," https://www.empireonline.com/movies/sacro-gra/review/",2014,11,"pos",0.5,0.5
"Leviathan",5,140,"15","2014-11-07","2014-10-30 09:00:00","Phil De Semlyen"," https://www.empireonline.com/movies/leviathan-3/review/",2014,11,"neg",0.12,0.87
"Ex Machina",4,108,"15","2015-01-23","2014-10-29 09:00:00","Dan Jolin"," https://www.empireonline.com/movies/ex-machina/review/",2015,1,"neg",0.3,0.7
"Kajaki. The True Story",4,108,"15","2014-11-28","2014-10-28 09:00:00","Nev Pierce"," https://www.empireonline.com/movies/kajaki-true-story/review/",2014,11,"pos",0.67,0.32
"The Skeleton Twins",4,93,"15","2014-11-07","2014-10-27 09:00:00","Ian Freer"," https://www.empireonline.com/movies/skeleton-twins/review/",2014,11,"neg",0.2,0.79
"Fast & Furious 7",4,137,"12A","2015-04-03","2014-10-27 09:00:00","James Dyer"," https://www.empireonline.com/movies/fast-furious-7/review/",2015,4,"pos",0.66,0.33
"Citizenfour",4,114,"15","2014-10-29","2014-10-27 09:00:00","Simon Crook"," https://www.empireonline.com/movies/citizenfour-2/review/",2014,10,"pos",0.5,0.5
"The Overnighters",4,102,"12A","2014-10-31","2014-10-23 09:00:00","David Parkinson"," https://www.empireonline.com/movies/overnighters/review/",2014,10,"pos",0.5,0.49
"Serena",2,110,"15","2014-10-24","2014-10-17 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/serena/review/",2014,10,"neg",0.16,0.83
"The Book Of Life",3,95,"U","2014-10-24","2014-10-17 09:00:00","Olly Richards"," https://www.empireonline.com/movies/book-life/review/",2014,10,"pos",0.6,0.39
"The Way He Looks",4,96,"12A","2014-10-24","2014-10-17 09:00:00","Liz Beardsworth"," https://www.empireonline.com/movies/way-looks/review/",2014,10,"neg",0.39,0.6
"Jimi: All Is By My Side",2,118,"15","2014-10-24","2014-10-17 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/jimi-side/review/",2014,10,"pos",0.59,0.4
"Björk: Biophilia Live",4,97,"U","2014-10-17","2014-10-17 09:00:00","Ali Plumb"," https://www.empireonline.com/movies/bjork-biophilia-live/review/",2014,10,"pos",0.5,0.49
"The Best Of Me",2,117,"12A","2014-10-15","2014-10-15 09:00:00","Helen O'hara"," https://www.empireonline.com/movies/best-3/review/",2014,10,"pos",0.57,0.42
"Wild",4,115,"15","2015-01-16","2014-10-14 09:00:00","Nev Pierce"," https://www.empireonline.com/movies/wild-3/review/",2015,1,"neg",0.49,0.5
