"Creditability","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Sex...Marital.Status","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker"
0,2,6,2,"New Car",14555,5,"Unemployed",1,"Male married/widowed",1,2,2,"Twenties",3,"Rent",1,"Unemployed/unskilled",1,2,1
0,1,15,0,"New Car",950,1,"Over 7 years",4,"Male married/widowed",1,3,3,"Thirties",3,"For free",2,"Skilled employee",2,1,1
0,1,24,4,"New Car",1199,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Sixties",3,"Rent",2,"Unskilled",1,1,1
0,1,12,0,"New Car",1082,1,"Less than 4 year",4,"Male married/widowed",1,4,3,"Forties",1,"Rent",2,"Skilled employee",1,1,1
0,2,30,2,"New Car",2150,1,"Less than 4 year",4,"Male single",3,2,4,"Twenties",1,"Rent",1,"Skilled employee",1,1,1
0,2,36,4,"New Car",2820,1,"Less than 1 year",4,"Male Divorced",1,4,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
0,2,48,2,"Radio or Television",3060,1,"Less than 7 year",4,"Male married/widowed",1,4,1,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
0,1,18,2,"Radio or Television",2600,1,"Less than 4 year",4,"Male married/widowed",1,4,4,"Sixties",3,"Own",2,"Skilled employee",1,1,1
0,4,21,0,"New Car",5003,5,"Less than 4 year",1,"Male single",1,4,2,"Twenties",1,"Rent",2,"Skilled employee",1,2,1
0,2,60,2,"Education",6288,1,"Less than 4 year",4,"Male married/widowed",1,4,4,"Forties",3,"Own",1,"Skilled employee",1,1,1
0,4,24,3,"New Car",2538,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Forties",3,"Rent",2,"Unskilled",2,1,1
0,4,9,2,"Radio or Television",1478,1,"Less than 7 year",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,2,39,4,"Radio or Television",4933,1,"Less than 7 year",2,"Male married/widowed",3,2,1,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
0,4,18,4,"New Car",1530,1,"Less than 4 year",3,"Male married/widowed",1,2,2,"Thirties",1,"Rent",2,"Skilled employee",1,1,1
0,2,9,1,"New Car",1437,2,"Less than 7 year",2,"Male married/widowed",1,3,4,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,15,2,"Domestic Appliances",1275,5,"Less than 4 year",4,"Male single",1,2,3,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,1,24,2,"Radio or Television",1823,1,"Unemployed",4,"Male married/widowed",1,2,3,"Thirties",2,"Rent",1,"Highly qualified employee",2,1,1
0,1,9,2,"New Car",1422,1,"Less than 1 year",3,"Male married/widowed",1,2,4,"Twenties",3,"Own",1,"Highly qualified employee",1,2,1
0,1,18,2,"Domestic Appliances",1217,1,"Less than 4 year",4,"Female",1,3,1,"Forties",3,"Rent",1,"Unskilled",1,2,1
0,1,36,2,"New Car",9271,1,"Less than 7 year",2,"Male married/widowed",1,1,3,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
0,1,36,3,"Business",2145,1,"Less than 7 year",2,"Male married/widowed",1,1,3,"Twenties",3,"Rent",2,"Skilled employee",1,2,1
0,1,36,2,"New Car",1842,1,"Less than 1 year",4,"Male single",1,4,3,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
0,2,18,3,"Furniture Or Equipment",4297,1,"Over 7 years",4,"Male Divorced",1,3,4,"Forties",3,"Rent",1,"Highly qualified employee",1,2,1
0,1,6,4,"Furniture Or Equipment",3384,1,"Less than 4 year",1,"Male Divorced",1,4,1,"Forties",3,"For free",1,"Highly qualified employee",1,2,1
0,2,18,4,"Radio or Television",1245,1,"Less than 4 year",4,"Female",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,4,15,2,"Education",4623,2,"Less than 4 year",3,"Male married/widowed",1,2,2,"Forties",3,"Rent",1,"Highly qualified employee",1,2,1
0,2,30,4,"Furniture Or Equipment",8386,1,"Less than 7 year",2,"Male married/widowed",1,2,2,"Forties",3,"Rent",1,"Skilled employee",1,1,1
0,1,24,3,"Radio or Television",1024,1,"Less than 1 year",4,"Female",1,4,1,"Forties",2,"Rent",1,"Skilled employee",1,1,1
0,2,36,2,"New Car",14318,1,"Over 7 years",4,"Male married/widowed",1,2,4,"Fifties",3,"Own",1,"Highly qualified employee",1,2,1
0,2,6,1,"Education",433,4,"Less than 1 year",4,"Male single",1,2,2,"Twenties",1,"For free",1,"Skilled employee",2,1,1
0,1,12,1,"Radio or Television",2149,1,"Less than 4 year",4,"Male Divorced",1,1,4,"Twenties",3,"Own",1,"Skilled employee",1,1,1
0,4,24,2,"Radio or Television",2397,3,"Over 7 years",3,"Male married/widowed",1,2,3,"Thirties",1,"Rent",2,"Skilled employee",1,2,1
0,2,6,1,"New Car",931,2,"Less than 1 year",1,"Male single",1,1,2,"Thirties",2,"Rent",1,"Unskilled",1,1,1
0,2,15,3,"Repairs",1512,4,"Less than 4 year",3,"Female",1,3,2,"Sixties",2,"Rent",2,"Skilled employee",1,1,1
0,2,24,0,"Business",4241,1,"Less than 4 year",1,"Male married/widowed",1,4,1,"Thirties",3,"Rent",3,"Unskilled",1,2,1
0,2,24,4,"Furniture Or Equipment",4736,1,"Less than 1 year",2,"Male single",1,4,3,"Twenties",1,"Rent",1,"Unskilled",1,1,1
0,2,15,0,"New Car",1778,1,"Less than 1 year",2,"Male single",1,1,1,"Twenties",3,"For free",2,"Unemployed/unskilled",1,1,1
0,3,15,2,"Radio or Television",2327,1,"Less than 1 year",2,"Male single",1,3,1,"Twenties",3,"Rent",1,"Unskilled",1,1,1
0,1,24,1,"Furniture Or Equipment",6872,1,"Less than 1 year",2,"Male Divorced",1,1,2,"Fifties",1,"Rent",1,"Skilled employee",1,2,1
0,1,12,2,"Education",795,1,"Less than 1 year",4,"Male single",1,4,2,"Fifties",3,"Rent",1,"Skilled employee",1,1,1
0,3,30,3,"Business",1908,1,"Over 7 years",4,"Male married/widowed",1,4,1,"Sixties",3,"Rent",1,"Highly qualified employee",1,2,1
0,2,36,0,"Business",1953,1,"Over 7 years",4,"Male married/widowed",1,4,4,"Sixties",3,"Own",1,"Highly qualified employee",1,2,1
0,3,18,2,"Furniture Or Equipment",2864,1,"Less than 4 year",2,"Male married/widowed",1,1,1,"Thirties",3,"Rent",1,"Unskilled",2,1,1
0,3,21,4,"Education",2319,1,"Less than 1 year",2,"Male Divorced",1,1,3,"Thirties",3,"For free",1,"Skilled employee",1,1,1
0,1,24,2,"New Car",915,5,"Over 7 years",4,"Male single",1,2,3,"Twenties",1,"Rent",1,"Skilled employee",1,1,1
0,3,24,2,"New Car",947,1,"Less than 7 year",4,"Male married/widowed",1,3,4,"Thirties",1,"Own",1,"Skilled employee",2,1,1
0,1,24,2,"New Car",1381,5,"Less than 4 year",4,"Male single",1,2,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,1,24,2,"New Car",1285,5,"Less than 7 year",4,"Male single",1,4,4,"Thirties",3,"For free",1,"Skilled employee",1,1,1
0,1,24,2,"New Car",1371,5,"Less than 4 year",4,"Male single",1,4,1,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,2,18,2,"New Car",1042,5,"Less than 4 year",4,"Male single",1,2,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,1,12,2,"New Car",900,5,"Less than 4 year",4,"Female",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,24,2,"New Car",1207,1,"Less than 1 year",4,"Male single",1,4,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,2,18,0,"New Car",2278,2,"Less than 1 year",3,"Male single",1,3,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
0,1,60,3,"Business",6836,1,"Over 7 years",3,"Male married/widowed",1,4,4,"Sixties",3,"Rent",2,"Skilled employee",1,2,1
0,1,24,2,"Furniture Or Equipment",3345,1,"Over 7 years",4,"Male married/widowed",1,2,2,"Thirties",3,"For free",1,"Highly qualified employee",1,2,1
0,1,6,1,"Education",1198,1,"Over 7 years",4,"Male single",1,4,4,"Thirties",3,"Own",1,"Skilled employee",1,1,1
0,2,48,2,"Business",15672,1,"Less than 4 year",2,"Male married/widowed",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
0,1,60,2,"Business",7297,1,"Over 7 years",4,"Male married/widowed",2,4,4,"Thirties",3,"For free",1,"Skilled employee",1,1,1
0,4,18,2,"Repairs",1943,1,"Less than 1 year",4,"Male single",1,4,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,18,2,"Radio or Television",3190,1,"Less than 4 year",2,"Male single",1,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,2,9,1,"Used Car",5129,1,"Over 7 years",2,"Male single",1,4,4,"Over Seventy",1,"Own",1,"Highly qualified employee",2,2,1
0,4,18,3,"Furniture Or Equipment",1808,1,"Less than 7 year",4,"Male single",1,1,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,3,10,2,"New Car",1240,2,"Over 7 years",1,"Male single",1,4,4,"Forties",3,"Own",1,"Unskilled",2,1,1
0,1,12,2,"New Car",759,1,"Less than 7 year",4,"Male married/widowed",1,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,2,8,2,"Furniture Or Equipment",1237,1,"Less than 4 year",3,"Male single",1,4,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,4,9,2,"Furniture Or Equipment",1980,1,"Less than 1 year",2,"Male single",2,2,3,"under 20",3,"For free",2,"Skilled employee",1,1,1
0,2,48,2,"Radio or Television",10961,4,"Less than 7 year",1,"Male married/widowed",2,2,4,"Twenties",1,"Rent",2,"Skilled employee",1,2,1
0,1,36,3,"Education",6887,1,"Less than 4 year",4,"Male married/widowed",1,3,2,"Twenties",2,"Rent",1,"Skilled employee",1,2,1
0,1,24,2,"Radio or Television",1938,1,"Less than 1 year",4,"Male Divorced",1,3,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,1,21,2,"Radio or Television",1835,1,"Less than 4 year",3,"Male single",1,2,1,"Twenties",3,"Rent",2,"Skilled employee",1,2,1
0,1,24,3,"Radio or Television",1659,1,"Less than 1 year",4,"Male single",1,2,3,"Twenties",3,"For free",1,"Unskilled",1,2,1
0,2,6,3,"New Car",1209,1,"Unemployed",4,"Male married/widowed",1,4,2,"Forties",3,"Rent",1,"Highly qualified employee",1,2,1
0,2,48,0,"Business",3844,2,"Less than 7 year",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",1,"Unskilled",2,1,1
0,1,12,4,"New Car",4843,1,"Over 7 years",3,"Male married/widowed",2,4,2,"Forties",3,"For free",2,"Skilled employee",1,2,1
0,2,12,2,"Repairs",639,1,"Less than 4 year",4,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,2,48,2,"Radio or Television",5951,1,"Less than 4 year",2,"Male single",1,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,2,36,0,"Radio or Television",3804,1,"Less than 4 year",4,"Male single",1,1,3,"Forties",3,"Rent",1,"Skilled employee",1,2,1
0,4,36,3,"Radio or Television",4463,1,"Less than 4 year",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",2,"Highly qualified employee",1,2,1
0,4,36,3,"Business",7980,5,"Less than 1 year",4,"Male married/widowed",1,4,3,"Twenties",3,"For free",2,"Skilled employee",1,2,1
0,3,36,2,"Radio or Television",4210,1,"Less than 4 year",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,4,6,2,"Furniture Or Equipment",4611,1,"Less than 1 year",1,"Male single",1,4,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,2,24,2,"Used Car",11560,1,"Less than 4 year",1,"Male single",1,4,3,"Twenties",3,"For free",2,"Highly qualified employee",1,1,1
0,4,18,0,"Business",4165,1,"Less than 4 year",2,"Male married/widowed",1,2,3,"Thirties",2,"Rent",2,"Skilled employee",2,1,1
0,2,24,2,"Furniture Or Equipment",4057,1,"Less than 7 year",3,"Male Divorced",1,3,3,"Forties",3,"Rent",1,"Skilled employee",1,2,1
0,4,18,1,"New Car",6458,1,"Over 7 years",2,"Male married/widowed",1,4,4,"Thirties",1,"Rent",2,"Highly qualified employee",2,2,1
0,4,12,2,"New Car",1386,3,"Less than 4 year",2,"Male single",1,2,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,36,2,"Education",1977,5,"Over 7 years",4,"Male married/widowed",1,4,4,"Forties",3,"Rent",1,"Highly qualified employee",1,2,1
0,2,18,4,"Furniture Or Equipment",1928,1,"Less than 1 year",2,"Male married/widowed",1,2,1,"Thirties",3,"Rent",2,"Unskilled",1,1,1
0,4,12,2,"Furniture Or Equipment",1123,3,"Less than 4 year",4,"Male single",1,4,3,"Twenties",3,"For free",1,"Unskilled",1,1,1
0,2,24,2,"Others",11328,1,"Less than 4 year",2,"Male married/widowed",2,3,3,"Twenties",1,"Rent",2,"Highly qualified employee",1,2,1
0,2,24,4,"Others",11938,1,"Less than 4 year",2,"Male married/widowed",2,3,3,"Thirties",3,"Rent",2,"Highly qualified employee",2,2,1
0,2,27,4,"Radio or Television",2520,3,"Less than 4 year",4,"Male married/widowed",1,2,2,"Twenties",3,"Rent",2,"Unskilled",1,1,1
0,2,30,3,"Radio or Television",1919,2,"Less than 1 year",4,"Male married/widowed",1,3,4,"Thirties",2,"Rent",2,"Highly qualified employee",1,1,1
0,2,60,1,"Others",14782,2,"Over 7 years",3,"Male single",1,4,4,"Sixties",1,"Own",2,"Highly qualified employee",1,2,1
0,2,36,2,"Radio or Television",2671,2,"Less than 4 year",4,"Male single",2,4,4,"Fifties",3,"Own",1,"Skilled employee",1,1,1
0,2,36,2,"Education",12612,2,"Less than 4 year",1,"Male married/widowed",1,4,4,"Forties",3,"Own",1,"Skilled employee",2,2,1
0,2,45,2,"Radio or Television",3031,2,"Less than 4 year",4,"Male married/widowed",3,4,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,1,12,1,"Radio or Television",626,1,"Less than 4 year",4,"Male single",1,4,1,"Twenties",1,"Rent",1,"Unskilled",1,1,1
0,2,24,4,"Business",1935,1,"Over 7 years",4,"Male Divorced",1,4,1,"Thirties",3,"Rent",2,"Skilled employee",1,2,1
0,3,24,4,"New Car",1344,5,"Less than 7 year",4,"Male married/widowed",1,2,1,"Thirties",1,"Rent",2,"Unskilled",2,1,1
0,4,18,2,"Furniture Or Equipment",1533,1,"Less than 1 year",4,"Female",2,1,2,"Forties",3,"Rent",1,"Unskilled",2,1,1
0,1,48,2,"New Car",3931,1,"Less than 7 year",4,"Male married/widowed",1,4,4,"Forties",3,"Own",1,"Skilled employee",2,1,1
0,1,24,1,"Furniture Or Equipment",3349,3,"Less than 1 year",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",1,"Skilled employee",2,2,1
0,1,36,2,"Radio or Television",2302,1,"Less than 4 year",4,"Male Divorced",1,4,3,"Thirties",3,"For free",1,"Skilled employee",1,1,1
0,1,42,2,"Radio or Television",3965,1,"Less than 1 year",4,"Male married/widowed",1,3,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,1,12,2,"Radio or Television",727,2,"Less than 1 year",4,"Female",1,3,4,"Thirties",3,"Rent",1,"Unskilled",1,2,1
0,4,48,2,"Business",3914,5,"Less than 4 year",4,"Male Divorced",1,2,1,"Thirties",1,"Rent",1,"Skilled employee",1,1,1
0,1,48,2,"Business",4308,1,"Less than 1 year",3,"Male single",1,4,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,2,12,2,"Radio or Television",1534,1,"Less than 1 year",1,"Female",1,1,1,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,4,18,4,"New Car",2775,1,"Less than 7 year",2,"Male married/widowed",1,2,2,"Thirties",1,"Rent",2,"Skilled employee",1,1,1
0,1,40,4,"Education",5998,1,"Less than 4 year",4,"Male married/widowed",1,3,4,"Twenties",1,"Rent",1,"Skilled employee",1,2,1
0,3,15,4,"Radio or Television",1271,5,"Less than 4 year",3,"Male married/widowed",1,4,4,"Thirties",3,"Own",2,"Skilled employee",1,2,1
0,2,12,2,"New Car",1295,1,"Less than 1 year",3,"Male single",1,1,3,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,2,36,2,"Used Car",9398,1,"Less than 1 year",1,"Female",1,4,3,"Twenties",3,"For free",1,"Highly qualified employee",1,2,1
0,2,12,2,"Furniture Or Equipment",951,2,"Less than 1 year",4,"Male single",1,4,3,"Twenties",1,"For free",4,"Skilled employee",1,1,1
0,2,24,2,"New Car",1355,1,"Less than 1 year",3,"Male single",1,4,3,"Twenties",3,"Rent",1,"Unskilled",1,2,1
0,1,48,2,"Domestic Appliances",3051,1,"Less than 4 year",3,"Male married/widowed",1,4,3,"Fifties",3,"Rent",1,"Skilled employee",1,1,1
0,4,36,4,"New Car",7855,1,"Less than 4 year",4,"Male single",1,2,1,"Twenties",2,"Rent",2,"Skilled employee",1,2,1
0,4,18,2,"Radio or Television",433,1,"Unemployed",3,"Male single",2,4,1,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,4,36,3,"Business",9572,1,"Less than 1 year",1,"Male Divorced",1,1,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
0,2,24,1,"Education",1837,1,"Less than 7 year",4,"Male single",1,4,4,"Thirties",1,"Own",1,"Unskilled",1,1,1
0,2,30,4,"New Car",4249,1,"Unemployed",4,"Female",1,2,3,"Twenties",3,"Rent",2,"Highly qualified employee",1,1,1
0,2,30,4,"New Car",5234,1,"Unemployed",4,"Female",1,2,3,"Twenties",3,"Rent",2,"Highly qualified employee",1,1,1
0,1,48,2,"Radio or Television",6758,1,"Less than 4 year",3,"Male single",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
0,1,9,2,"Radio or Television",1366,1,"Less than 1 year",3,"Male single",1,4,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,1,24,1,"Others",1358,5,"Over 7 years",4,"Male married/widowed",1,3,3,"Forties",2,"Rent",1,"Highly qualified employee",1,2,1
0,1,18,2,"Furniture Or Equipment",2473,1,"Unemployed",4,"Male married/widowed",1,1,3,"Twenties",3,"Rent",1,"Unemployed/unskilled",1,1,1
0,3,9,0,"Radio or Television",1337,1,"Less than 1 year",4,"Male married/widowed",1,2,3,"Thirties",3,"Rent",2,"Highly qualified employee",1,2,1
0,1,48,2,"New Car",7763,1,"Over 7 years",4,"Male married/widowed",1,4,4,"Forties",1,"Own",1,"Highly qualified employee",1,1,1
0,2,15,1,"New Car",1264,2,"Less than 4 year",2,"Female",1,2,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,2,15,2,"New Car",2631,2,"Less than 4 year",2,"Male single",1,4,3,"Twenties",3,"For free",2,"Skilled employee",1,2,1
0,2,48,2,"New Car",6560,2,"Less than 7 year",3,"Male married/widowed",1,2,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,24,2,"New Car",3123,1,"Less than 1 year",4,"Male single",1,1,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,36,4,"Education",8065,1,"Less than 4 year",3,"Male single",1,2,4,"Twenties",3,"Rent",2,"Highly qualified employee",1,2,1
0,1,24,2,"Radio or Television",2439,1,"Less than 1 year",4,"Male single",1,4,1,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
0,2,36,2,"Furniture Or Equipment",9034,2,"Less than 1 year",4,"Male married/widowed",2,1,4,"Twenties",3,"For free",1,"Highly qualified employee",1,2,1
0,2,60,2,"New Car",14027,1,"Less than 7 year",4,"Male married/widowed",1,2,4,"Twenties",3,"Rent",1,"Highly qualified employee",1,2,1
0,1,36,4,"Used Car",9629,1,"Less than 7 year",4,"Male married/widowed",1,4,3,"Twenties",3,"Rent",2,"Skilled employee",1,2,1
0,2,12,2,"Radio or Television",1484,5,"Less than 4 year",2,"Female",1,1,1,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
0,1,18,2,"Furniture Or Equipment",1131,1,"Unemployed",4,"Male single",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,2,24,3,"Furniture Or Equipment",2064,1,"Unemployed",3,"Male single",1,2,2,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
0,2,18,2,"Used Car",12976,1,"Unemployed",3,"Male single",1,4,4,"Thirties",3,"Own",1,"Highly qualified employee",1,2,1
0,4,21,3,"Business",2580,3,"Less than 1 year",4,"Male married/widowed",1,2,1,"Forties",1,"Rent",1,"Unskilled",2,1,1
0,4,27,2,"New Car",2570,1,"Less than 4 year",3,"Male single",1,3,1,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,2,27,2,"Business",3915,1,"Less than 4 year",4,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",2,2,1
0,4,10,2,"New Car",1309,5,"Less than 4 year",4,"Male married/widowed",3,4,2,"Twenties",3,"Rent",1,"Unskilled",1,1,1
0,1,24,2,"New Car",4817,1,"Less than 7 year",2,"Male married/widowed",2,3,2,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
0,1,12,2,"New Car",2579,1,"Less than 1 year",4,"Male married/widowed",1,1,1,"Thirties",3,"Rent",1,"Unskilled",2,1,1
0,2,36,3,"New Car",2225,1,"Over 7 years",4,"Male married/widowed",1,4,4,"Fifties",1,"Own",2,"Skilled employee",1,2,1
0,1,18,2,"Furniture Or Equipment",4153,1,"Less than 4 year",2,"Male married/widowed",2,3,3,"Forties",3,"Rent",1,"Skilled employee",1,1,1
0,1,18,0,"Furniture Or Equipment",3114,1,"Less than 1 year",1,"Male single",1,4,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,1,18,4,"Furniture Or Equipment",2124,1,"Less than 4 year",4,"Male single",1,4,1,"Twenties",3,"For free",2,"Skilled employee",1,1,1
0,1,18,1,"Furniture Or Equipment",1553,1,"Less than 4 year",4,"Male married/widowed",1,3,3,"Forties",1,"Rent",1,"Skilled employee",1,1,1
0,1,30,2,"Furniture Or Equipment",2406,1,"Less than 7 year",4,"Male single",1,4,1,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,1,24,3,"New Car",1333,1,"Unemployed",4,"Male married/widowed",1,2,1,"Forties",3,"Own",2,"Skilled employee",2,1,1
0,1,48,0,"Furniture Or Equipment",7119,1,"Less than 4 year",3,"Male married/widowed",1,4,4,"Fifties",3,"Own",2,"Skilled employee",2,1,1
0,1,24,3,"New Car",4870,1,"Less than 4 year",3,"Male married/widowed",1,4,4,"Fifties",3,"Own",2,"Skilled employee",2,1,1
0,1,12,4,"New Car",691,1,"Over 7 years",4,"Male married/widowed",1,3,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
0,1,42,3,"Radio or Television",4370,1,"Less than 7 year",3,"Male married/widowed",1,2,2,"Twenties",1,"Rent",2,"Skilled employee",2,2,1
0,1,36,1,"Furniture Or Equipment",2746,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Thirties",1,"Rent",1,"Skilled employee",1,1,1
0,1,24,0,"Furniture Or Equipment",4110,1,"Over 7 years",3,"Male married/widowed",1,4,4,"Twenties",1,"For free",2,"Skilled employee",2,1,1
0,1,18,2,"Furniture Or Equipment",2462,1,"Less than 4 year",2,"Male married/widowed",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,12,2,"Furniture Or Equipment",1282,1,"Less than 4 year",2,"Male single",1,4,3,"under 20",3,"For free",1,"Skilled employee",1,1,1
0,2,12,0,"Furniture Or Equipment",2969,1,"Less than 1 year",4,"Male single",1,3,2,"Twenties",3,"For free",2,"Skilled employee",1,1,1
0,1,48,0,"Used Car",4605,1,"Over 7 years",3,"Male married/widowed",1,4,4,"Twenties",3,"Own",2,"Skilled employee",2,1,1
0,1,48,4,"Used Car",6331,1,"Over 7 years",4,"Male married/widowed",1,4,4,"Forties",3,"Own",2,"Skilled employee",1,2,1
0,1,24,1,"Furniture Or Equipment",3552,1,"Less than 7 year",3,"Male married/widowed",1,4,3,"Twenties",1,"Rent",1,"Skilled employee",1,1,1
0,1,12,1,"New Car",697,1,"Less than 1 year",4,"Male married/widowed",1,2,3,"Forties",1,"Rent",2,"Skilled employee",1,2,1
0,1,24,2,"New Car",1442,1,"Less than 7 year",4,"Male single",1,4,3,"Twenties",3,"For free",2,"Skilled employee",1,1,1
0,1,27,0,"Business",5293,1,"Unemployed",2,"Male married/widowed",1,4,2,"Fifties",3,"Rent",2,"Skilled employee",1,2,1
0,1,21,3,"Education",3414,1,"Less than 1 year",2,"Male married/widowed",1,1,2,"Twenties",2,"Rent",2,"Skilled employee",1,1,1
0,1,18,2,"Furniture Or Equipment",2039,1,"Less than 4 year",1,"Male single",1,4,1,"under 20",3,"For free",1,"Skilled employee",1,1,1
0,1,24,1,"Business",3161,1,"Less than 4 year",4,"Male married/widowed",1,2,2,"Thirties",1,"For free",1,"Skilled employee",1,2,1
0,1,12,2,"Retraining",902,1,"Less than 7 year",4,"Female",1,4,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,1,48,2,"Used Car",10297,1,"Less than 7 year",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",3,"Skilled employee",2,2,1
0,2,48,0,"Business",14421,1,"Less than 4 year",2,"Male married/widowed",1,2,3,"Twenties",2,"Rent",1,"Skilled employee",1,2,1
0,2,18,4,"New Car",1056,1,"Over 7 years",3,"Male married/widowed",3,3,1,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
0,1,12,2,"New Car",1274,1,"Less than 1 year",3,"Male single",1,1,1,"Thirties",1,"Rent",1,"Unskilled",1,1,1
0,2,12,2,"New Car",1223,1,"Over 7 years",1,"Male Divorced",1,1,1,"Forties",3,"For free",2,"Skilled employee",1,1,1
0,1,12,2,"New Car",1372,1,"Less than 7 year",2,"Male Divorced",1,3,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,1,16,4,"New Car",2625,1,"Over 7 years",2,"Male married/widowed",3,4,2,"Forties",3,"For free",1,"Skilled employee",1,2,2
0,1,20,4,"New Car",2235,1,"Less than 4 year",4,"Female",3,2,2,"Thirties",1,"For free",2,"Skilled employee",1,1,2
0,2,9,2,"Furniture Or Equipment",959,1,"Less than 4 year",1,"Male single",1,2,3,"Twenties",1,"Rent",1,"Skilled employee",1,1,1
0,2,18,4,"New Car",884,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Thirties",3,"Rent",1,"Skilled employee",2,2,1
0,2,24,2,"New Car",1246,1,"Less than 1 year",4,"Male married/widowed",1,2,1,"Twenties",1,"Rent",1,"Unskilled",1,1,1
0,2,36,3,"New Car",8086,2,"Over 7 years",2,"Male married/widowed",1,4,3,"Forties",2,"Rent",4,"Highly qualified employee",1,2,1
0,4,48,4,"New Car",10127,3,"Less than 4 year",2,"Male married/widowed",1,2,4,"Forties",3,"Own",1,"Skilled employee",1,1,1
0,2,12,2,"New Car",888,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Forties",1,"Rent",1,"Unskilled",2,1,1
0,4,12,2,"Education",719,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Forties",1,"Rent",1,"Unskilled",2,1,1
0,2,36,2,"New Car",12389,5,"Less than 4 year",1,"Male married/widowed",1,4,4,"Thirties",1,"Own",1,"Skilled employee",1,2,1
